12asA00|chain:A	16pkA02|chain:A	0	4	327	208	250	kmer_topm+lev
152lA00|chain:A	1a0rB00|chain:B	1	21	164	339	262	kmer_topm+lev
152lA00|chain:A	1a2pA00|chain:A	1	37	164	108	124	kmer_topm+lev
153lA00|chain:A	155cA00|chain:A	2	3	185	134	141	kmer_topm+lev
155cA00|chain:A	2xzm901|chain:9	3	94	134	72	100	kmer_topm+lev
16pkA02|chain:A	1a1vA01|chain:A	4	33	208	135	155	kmer_topm+lev
16pkA02|chain:A	1a6cA01|chain:A	4	68	208	348	270	kmer_topm+lev
16vpA00|chain:A	1a44A00|chain:A	5	51	311	185	238	kmer_topm+lev
17gsA01|chain:A	1ailA00|chain:A	6	92	99	70	72	kmer_topm+lev
1914A00|chain:A	1a1wA00|chain:A	7	35	171	83	125	kmer_topm+lev
1914A00|chain:A	1a5yA00|chain:A	7	62	171	284	218	kmer_topm+lev
19hcA01|chain:A	1a0pA01|chain:A	8	20	155	91	117	kmer_topm+lev
19hcA02|chain:A	1a3wA02|chain:A	9	46	137	235	176	kmer_topm+lev
19hcA02|chain:A	1a7wA00|chain:A	9	78	137	68	104	kmer_topm+lev
1a00B00|chain:B	1adeA02|chain:A	10	86	146	100	108	kmer_topm+lev
1a02F00|chain:F	1a02J00|chain:J	11	12	53	52	36	kmer_topm+lev
1a02F00|chain:F	1a0hA02|chain:A	11	17	53	70	54	kmer_topm+lev
1a02F00|chain:F	1a0pA01|chain:A	11	20	53	91	67	kmer_topm+lev
1a02J00|chain:J	1ae2A00|chain:A	12	87	52	86	66	kmer_topm+lev
1a02J00|chain:J	1af7A01|chain:A	12	88	52	80	61	kmer_topm+lev
1a04A01|chain:A	1a1wA00|chain:A	13	35	124	83	93	kmer_topm+lev
1a04A01|chain:A	1a5zA02|chain:A	13	63	124	166	127	kmer_topm+lev
1a0cA00|chain:A	1a3wA02|chain:A	14	46	437	235	336	kmer_topm+lev
1a0gA02|chain:A	1a2pA00|chain:A	15	37	159	108	118	kmer_topm+lev
1a0hA01|chain:A	1a0hA02|chain:A	16	17	89	70	68	kmer_topm+lev
1a0hA01|chain:A	1a1aB00|chain:B	16	29	89	102	79	kmer_topm+lev
1a0iA01|chain:A	1a9xA07|chain:A	18	83	83	55	64	kmer_topm+lev
1a0iA03|chain:A	1a6aB02|chain:B	19	67	148	98	108	kmer_topm+lev
1a0pA01|chain:A	1a5tA03|chain:A	20	61	91	116	87	kmer_topm+lev
1a0rP01|chain:P	1ailA00|chain:A	22	92	129	70	96	kmer_topm+lev
1a0rP02|chain:P	1a1iA01|chain:A	23	30	53	30	42	kmer_topm+lev
1a0rP02|chain:P	1a7wA00|chain:A	23	78	53	68	50	kmer_topm+lev
1a0sP00|chain:P	1a3wA02|chain:A	24	46	413	235	318	kmer_topm+lev
1a10I00|chain:I	1a5jA01|chain:A	25	58	63	56	49	kmer_topm+lev
1a15A00|chain:A	1a62A01|chain:A	26	64	67	46	52	kmer_topm+lev
1a17A00|chain:A	1adeA02|chain:A	27	86	159	100	118	kmer_topm+lev
1a19A00|chain:A	1a4aA00|chain:A	28	53	89	129	98	kmer_topm+lev
1a19A00|chain:A	1a92A00|chain:A	28	79	89	50	68	kmer_topm+lev
1a1iA01|chain:A	1a5tA02|chain:A	30	60	30	40	31	kmer_topm+lev
1a1iA01|chain:A	1agrH01|chain:H	30	91	30	36	32	kmer_topm+lev
1a1iA01|chain:A	1aipE03|chain:E	30	93	30	56	45	kmer_topm+lev
1a1rA02|chain:A	1a9xA03|chain:A	31	81	85	70	66	kmer_topm+lev
1a1tA00|chain:A	1afpA00|chain:A	32	89	55	51	44	kmer_topm+lev
1a1vA01|chain:A	1acxA00|chain:A	33	85	135	108	97	kmer_topm+lev
1a1vA02|chain:A	1a41A02|chain:A	34	50	135	94	102	kmer_topm+lev
1a1wA00|chain:A	1a2pA00|chain:A	35	37	83	108	83	kmer_topm+lev
1a1wA00|chain:A	1a5jA01|chain:A	35	58	83	56	64	kmer_topm+lev
1a2oA01|chain:A	1ailA00|chain:A	36	92	133	70	98	kmer_topm+lev
1a2vA03|chain:A	1a3wA02|chain:A	38	46	439	235	333	kmer_topm+lev
1a2zA00|chain:A	1a9xB01|chain:B	39	84	220	150	162	kmer_topm+lev
1a31A03|chain:A	1a41A01|chain:A	40	49	150	127	111	kmer_topm+lev
1a31A04|chain:A	1a62A01|chain:A	41	64	80	46	61	kmer_topm+lev
1a3aC00|chain:C	1ag4A00|chain:A	42	90	146	103	108	kmer_topm+lev
1a3cA00|chain:A	1a3wB03|chain:B	43	47	166	97	123	kmer_topm+lev
1a3gA01|chain:A	1a62A02|chain:A	44	65	135	70	103	kmer_topm+lev
1a3qA02|chain:A	1a62A02|chain:A	45	65	98	70	75	kmer_topm+lev
1a3wB03|chain:B	1a9xA07|chain:A	47	83	97	55	75	kmer_topm+lev
1a3zA00|chain:A	1a4aA00|chain:A	48	53	150	129	111	kmer_topm+lev
1a41A01|chain:A	1a41A02|chain:A	49	50	127	94	95	kmer_topm+lev
1a41A02|chain:A	1a9xA07|chain:A	50	83	94	55	72	kmer_topm+lev
1a44A00|chain:A	1a7sA01|chain:A	51	77	185	112	138	kmer_topm+lev
1a48A01|chain:A	1a7wA00|chain:A	52	78	111	68	79	kmer_topm+lev
1a52A00|chain:A	1a9xB01|chain:B	54	84	239	150	181	kmer_topm+lev
1a57A00|chain:A	1a5jA01|chain:A	55	58	116	56	87	kmer_topm+lev
1a59A02|chain:A	1ailA00|chain:A	56	92	108	70	81	kmer_topm+lev
1a5aA00|chain:A	1a9xA04|chain:A	57	82	255	150	193	kmer_topm+lev
1a5jA01|chain:A	1a92A00|chain:A	58	79	56	50	44	kmer_topm+lev
1a5tA01|chain:A	1a5tA03|chain:A	59	61	167	116	126	kmer_topm+lev
1a5tA02|chain:A	1acxA00|chain:A	60	85	40	108	84	kmer_topm+lev
1a62A01|chain:A	1agrH01|chain:H	64	91	46	36	36	kmer_topm+lev
