12asA00|chain:A	1ap8A00|chain:A	0	278	327	213	242	kmer_topm+lev
12asA00|chain:A	1b3uA00|chain:A	0	413	327	588	445	kmer_topm+lev
152lA00|chain:A	1a2pA00|chain:A	1	46	164	108	124	kmer_topm+lev
152lA00|chain:A	1b5eA00|chain:A	1	427	164	241	180	kmer_topm+lev
152lA00|chain:A	4ag6A01|chain:A	1	1108	164	244	182	kmer_topm+lev
153lA00|chain:A	1a7vA00|chain:A	2	117	185	125	139	kmer_topm+lev
155cA00|chain:A	3pieA02|chain:A	3	1060	134	100	94	kmer_topm+lev
16pkA02|chain:A	1auzA00|chain:A	4	332	208	116	154	kmer_topm+lev
16pkA02|chain:A	1eepA00|chain:A	4	547	208	314	233	kmer_topm+lev
16pkA02|chain:A	4c57B00|chain:B	4	1117	208	308	233	kmer_topm+lev
16vpA00|chain:A	1at3A00|chain:A	5	303	311	217	231	kmer_topm+lev
16vpA00|chain:A	2wvlB00|chain:B	5	931	311	382	285	kmer_topm+lev
16vpA00|chain:A	3gzkA02|chain:A	5	1009	311	452	339	kmer_topm+lev
17gsA01|chain:A	1a3qA01|chain:A	6	57	99	179	131	kmer_topm+lev
17gsA01|chain:A	1b48A01|chain:A	6	416	99	96	68	kmer_topm+lev
17gsA01|chain:A	1d5cA00|chain:A	6	524	99	162	121	kmer_topm+lev
1914A00|chain:A	1a1wA00|chain:A	7	39	171	83	125	kmer_topm+lev
1914A00|chain:A	1lkxA01|chain:A	7	637	171	252	190	kmer_topm+lev
19hcA01|chain:A	1a0pA01|chain:A	8	23	155	91	117	kmer_topm+lev
19hcA02|chain:A	1a9yA02|chain:A	9	149	137	212	159	kmer_topm+lev
19hcA02|chain:A	1b4rA00|chain:A	9	423	137	80	102	kmer_topm+lev
19hcA02|chain:A	2i5qA02|chain:A	9	842	137	241	181	kmer_topm+lev
19hcA02|chain:A	2wr1A02|chain:A	9	930	137	221	163	kmer_topm+lev
1a00B00|chain:B	1a7mA00|chain:A	10	113	146	180	133	kmer_topm+lev
1a00B00|chain:B	1ad1A00|chain:A	10	168	146	264	197	kmer_topm+lev
1a00B00|chain:B	1atnD00|chain:D	10	309	146	258	195	kmer_topm+lev
1a00B00|chain:B	1b23P03|chain:P	10	391	146	94	105	kmer_topm+lev
1a00B00|chain:B	1wcv100|chain:1	10	731	146	244	178	kmer_topm+lev
1a00B00|chain:B	2yg5A01|chain:A	10	951	146	193	143	kmer_topm+lev
1a02F00|chain:F	1a02J00|chain:J	11	12	53	52	36	kmer_topm+lev
1a02F00|chain:F	1a0pA01|chain:A	11	23	53	91	67	kmer_topm+lev
1a02F00|chain:F	1a90A00|chain:A	11	131	53	108	81	kmer_topm+lev
1a02F00|chain:F	1avoA00|chain:A	11	340	53	60	45	kmer_topm+lev
1a02F00|chain:F	1b04A02|chain:A	11	370	53	99	74	kmer_topm+lev
1a02F00|chain:F	1b04A03|chain:A	11	371	53	62	47	kmer_topm+lev
1a02F00|chain:F	1bbyA00|chain:A	11	493	53	69	52	kmer_topm+lev
1a02F00|chain:F	1ic2A00|chain:A	11	599	53	79	56	kmer_topm+lev
1a02F00|chain:F	1lomA00|chain:A	11	639	53	101	77	kmer_topm+lev
1a02F00|chain:F	3ol1A00|chain:A	11	1054	53	105	74	kmer_topm+lev
1a02J00|chain:J	1a0aA00|chain:A	12	15	52	63	47	kmer_topm+lev
1a02J00|chain:J	1aa7A02|chain:A	12	153	52	78	58	kmer_topm+lev
1a02J00|chain:J	1akhB00|chain:B	12	231	52	78	57	kmer_topm+lev
1a02J00|chain:J	1b69A00|chain:A	12	438	52	69	47	kmer_topm+lev
1a02J00|chain:J	1c0wA01|chain:A	12	508	52	73	56	kmer_topm+lev
1a02J00|chain:J	1g2bA00|chain:A	12	577	52	62	47	kmer_topm+lev
1a02J00|chain:J	1hyuA04|chain:A	12	594	52	94	69	kmer_topm+lev
1a02J00|chain:J	1qmeA01|chain:A	12	678	52	96	71	kmer_topm+lev
1a02J00|chain:J	2eqbB00|chain:B	12	824	52	93	68	kmer_topm+lev
1a02J00|chain:J	3i6dB03|chain:B	12	1020	52	67	50	kmer_topm+lev
1a02J00|chain:J	3iynQ01|chain:Q	12	1022	52	75	55	kmer_topm+lev
1a02J00|chain:J	3qa8A01|chain:A	12	1065	52	83	63	kmer_topm+lev
1a02J00|chain:J	3vkgA14|chain:A	12	1092	52	80	60	kmer_topm+lev
1a04A01|chain:A	1a5aB02|chain:B	13	75	124	219	162	kmer_topm+lev
1a04A01|chain:A	1af8A00|chain:A	13	188	124	86	88	kmer_topm+lev
1a04A01|chain:A	1b1aA00|chain:A	13	382	124	137	101	kmer_topm+lev
1a04A01|chain:A	2g16B00|chain:B	13	829	124	163	122	kmer_topm+lev
1a04A01|chain:A	2qgqA01|chain:A	13	899	124	212	156	kmer_topm+lev
1a04A01|chain:A	2qlrA02|chain:A	13	900	124	238	179	kmer_topm+lev
1a04A01|chain:A	3ckmA01|chain:A	13	986	124	177	132	kmer_topm+lev
1a04A01|chain:A	4ciuA02|chain:A	13	1118	124	192	141	kmer_topm+lev
1a04A02|chain:A	1aoaA02|chain:A	14	263	80	128	96	kmer_topm+lev
1a04A02|chain:A	1avvA00|chain:A	14	342	80	99	74	kmer_topm+lev
1a04A02|chain:A	1axiB02|chain:B	14	354	80	101	76	kmer_topm+lev
1a04A02|chain:A	1b1eA00|chain:A	14	384	80	123	95	kmer_topm+lev
1a04A02|chain:A	1b43A02|chain:A	14	414	80	61	57	kmer_topm+lev
1a04A02|chain:A	1ba2A01|chain:A	14	478	80	125	93	kmer_topm+lev
1a04A02|chain:A	1d2zA00|chain:A	14	523	80	102	76	kmer_topm+lev
1a04A02|chain:A	2pjqA02|chain:A	14	892	80	115	87	kmer_topm+lev
1a0cA00|chain:A	1aamA02|chain:A	16	156	437	271	332	kmer_topm+lev
1a0gA02|chain:A	1aoaA01|chain:A	17	262	159	118	115	kmer_topm+lev
1a0gA02|chain:A	1plqA00|chain:A	17	672	159	258	195	kmer_topm+lev
1a0gA02|chain:A	2ktyA02|chain:A	17	865	159	226	171	kmer_topm+lev
1a0gA02|chain:A	3vthA04|chain:A	17	1098	159	249	186	kmer_topm+lev
1a0hA01|chain:A	1am7A00|chain:A	18	243	89	154	114	kmer_topm+lev
1a0hA01|chain:A	1avyB00|chain:B	18	344	89	54	67	kmer_topm+lev
1a0hA01|chain:A	1zhxA04|chain:A	18	767	89	127	94	kmer_topm+lev
1a0hA02|chain:A	1aq5A00|chain:A	19	284	70	47	53	kmer_topm+lev
1a0hA02|chain:A	1b24A01|chain:A	19	392	70	95	72	kmer_topm+lev
1a0hA02|chain:A	1b98A00|chain:A	19	467	70	103	77	kmer_topm+lev
1a0hA02|chain:A	1fjgD01|chain:D	19	566	70	111	83	kmer_topm+lev
1a0hA02|chain:A	1hl6C00|chain:C	19	590	70	111	83	kmer_topm+lev
1a0hA02|chain:A	2g7cA02|chain:A	19	832	70	91	69	kmer_topm+lev
