12asA00|chain:A	16pkA02|chain:A	0	4	327	208	250	kmer_topm+lev
12asA00|chain:A	1a0cA00|chain:A	0	11	327	437	338	kmer_topm+lev
152lA00|chain:A	17gsA01|chain:A	1	5	164	99	129	kmer_topm+lev
153lA00|chain:A	155cA00|chain:A	2	3	185	134	141	kmer_topm+lev
155cA00|chain:A	17gsA01|chain:A	3	5	134	99	106	kmer_topm+lev
16pkA02|chain:A	19hcA02|chain:A	4	8	208	137	158	kmer_topm+lev
17gsA01|chain:A	1a02F00|chain:F	5	9	99	53	78	kmer_topm+lev
1914A00|chain:A	1a04A01|chain:A	6	10	171	124	135	kmer_topm+lev
19hcA01|chain:A	1a04A01|chain:A	7	10	155	124	123	kmer_topm+lev
19hcA02|chain:A	1a04A01|chain:A	8	10	137	124	108	kmer_topm+lev
1a02F00|chain:F	1a04A01|chain:A	9	10	53	124	100	kmer_topm+lev
