12asA00|chain:A	1ap8A00|chain:A	0	238	327	213	242	kmer_topm+lev
12asA00|chain:A	1b1yA00|chain:A	0	312	327	500	383	kmer_topm+lev
12asA00|chain:A	1xoiA01|chain:A	0	398	327	475	363	kmer_topm+lev
152lA00|chain:A	1a2pA00|chain:A	1	45	164	108	124	kmer_topm+lev
153lA00|chain:A	1a7vA00|chain:A	2	110	185	125	139	kmer_topm+lev
155cA00|chain:A	3pieA02|chain:A	3	429	134	100	94	kmer_topm+lev
16pkA02|chain:A	1auzA00|chain:A	4	273	208	116	154	kmer_topm+lev
16vpA00|chain:A	1at3A00|chain:A	5	254	311	217	231	kmer_topm+lev
17gsA01|chain:A	1ailA00|chain:A	6	186	99	70	72	kmer_topm+lev
17gsA01|chain:A	2gnxA01|chain:A	6	411	99	179	137	kmer_topm+lev
1914A00|chain:A	1a1wA00|chain:A	7	38	171	83	125	kmer_topm+lev
19hcA01|chain:A	1a0pA01|chain:A	8	22	155	91	117	kmer_topm+lev
19hcA02|chain:A	1a9yA02|chain:A	9	140	137	212	159	kmer_topm+lev
19hcA02|chain:A	1b4rA00|chain:A	9	333	137	80	102	kmer_topm+lev
1a00B00|chain:B	1a7mA00|chain:A	10	106	146	180	133	kmer_topm+lev
1a00B00|chain:B	1adeA02|chain:A	10	156	146	100	108	kmer_topm+lev
1a02F00|chain:F	1a02J00|chain:J	11	12	53	52	36	kmer_topm+lev
1a02F00|chain:F	1a90A00|chain:A	11	123	53	108	81	kmer_topm+lev
1a02F00|chain:F	1avoA00|chain:A	11	279	53	60	45	kmer_topm+lev
1a02J00|chain:J	1aa7A02|chain:A	12	144	52	78	58	kmer_topm+lev
1a02J00|chain:J	1akhB00|chain:B	12	202	52	78	57	kmer_topm+lev
1a02J00|chain:J	1b69A00|chain:A	12	339	52	69	47	kmer_topm+lev
1a02J00|chain:J	1g2bA00|chain:A	12	385	52	62	47	kmer_topm+lev
1a04A01|chain:A	1a5aB02|chain:B	13	72	124	219	162	kmer_topm+lev
1a04A01|chain:A	1af8A00|chain:A	13	169	124	86	88	kmer_topm+lev
1a04A01|chain:A	1b1aA00|chain:A	13	309	124	137	101	kmer_topm+lev
1a04A02|chain:A	1avvA00|chain:A	14	281	80	99	74	kmer_topm+lev
1a04A02|chain:A	1axiB02|chain:B	14	291	80	101	76	kmer_topm+lev
1a04A02|chain:A	1b43A02|chain:A	14	328	80	61	57	kmer_topm+lev
1a04A02|chain:A	1ba2A01|chain:A	14	367	80	125	93	kmer_topm+lev
1a0cA00|chain:A	1aamA02|chain:A	15	146	437	271	332	kmer_topm+lev
1a0gA02|chain:A	1aoaA01|chain:A	16	228	159	118	115	kmer_topm+lev
1a0hA01|chain:A	1am7A00|chain:A	17	212	89	154	114	kmer_topm+lev
1a0hA01|chain:A	1avyB00|chain:B	17	283	89	54	67	kmer_topm+lev
1a0hA02|chain:A	1aq5A00|chain:A	18	243	70	47	53	kmer_topm+lev
1a0hA02|chain:A	1b10A00|chain:A	18	307	70	104	82	kmer_topm+lev
1a0iA01|chain:A	1avaA02|chain:A	19	277	83	58	61	kmer_topm+lev
1a0iA01|chain:A	3k2jA00|chain:A	19	426	83	121	90	kmer_topm+lev
1a0iA02|chain:A	1adeA01|chain:A	20	155	101	165	120	kmer_topm+lev
1a0iA02|chain:A	1ah9A00|chain:A	20	183	101	71	73	kmer_topm+lev
1a0iA03|chain:A	1a6aB02|chain:B	21	87	148	98	108	kmer_topm+lev
1a0pA01|chain:A	1a5eA00|chain:A	22	73	91	156	115	kmer_topm+lev
1a0pA01|chain:A	1ax8A00|chain:A	22	289	91	130	96	kmer_topm+lev
1a0pA01|chain:A	2lw9A00|chain:A	22	414	91	51	66	kmer_topm+lev
1a0rB00|chain:B	1bccB01|chain:B	23	376	339	210	251	kmer_topm+lev
1a0rP01|chain:P	1atrA03|chain:A	24	260	129	89	95	kmer_topm+lev
1a0rP02|chain:P	1b9xC02|chain:C	25	366	53	35	20	kmer_topm+lev
1a0sP00|chain:P	1ae1A00|chain:A	26	161	413	245	313	kmer_topm+lev
1a10I00|chain:I	1b4pA02|chain:A	27	332	63	105	77	kmer_topm+lev
1a10I00|chain:I	1rlhA01|chain:A	27	393	63	50	47	kmer_topm+lev
1a15A00|chain:A	1a1xA00|chain:A	28	39	67	106	81	kmer_topm+lev
1a15A00|chain:A	1aq5A00|chain:A	28	243	67	47	49	kmer_topm+lev
1a15A00|chain:A	2acxA02|chain:A	28	401	67	91	68	kmer_topm+lev
1a17A00|chain:A	1adeA02|chain:A	29	156	159	100	118	kmer_topm+lev
1a17A00|chain:A	1rypA00|chain:A	29	394	159	243	183	kmer_topm+lev
1a19A00|chain:A	3etuA01|chain:A	30	424	89	65	65	kmer_topm+lev
1a1aB00|chain:B	1ah9A00|chain:A	31	183	102	71	77	kmer_topm+lev
1a1aB00|chain:B	1aqbA00|chain:A	31	245	102	175	132	kmer_topm+lev
1a1iA01|chain:A	1a5tA02|chain:A	32	78	30	40	31	kmer_topm+lev
1a1iA01|chain:A	1aalB00|chain:B	32	145	30	57	42	kmer_topm+lev
1a1iA01|chain:A	1afoA00|chain:A	32	172	30	40	33	kmer_topm+lev
1a1iA01|chain:A	1ahlA00|chain:A	32	185	30	49	39	kmer_topm+lev
1a1iA01|chain:A	1b8wA00|chain:A	32	357	30	42	34	kmer_topm+lev
1a1iA01|chain:A	1d66B02|chain:B	32	381	30	15	24	kmer_topm+lev
1a1rA02|chain:A	1a79A02|chain:A	33	102	85	71	64	kmer_topm+lev
1a1tA00|chain:A	1azpA00|chain:A	34	297	55	66	50	kmer_topm+lev
1a1tA00|chain:A	1bbgA00|chain:A	34	374	55	40	40	kmer_topm+lev
1a1vA01|chain:A	1acxA00|chain:A	35	153	135	108	97	kmer_topm+lev
1a1vA01|chain:A	1auyB00|chain:B	35	272	135	189	141	kmer_topm+lev
1a1vA02|chain:A	1aisA02|chain:A	36	190	135	87	100	kmer_topm+lev
1a1vA03|chain:A	1adjB02|chain:B	37	158	161	94	121	kmer_topm+lev
1a1wA00|chain:A	1ayoA00|chain:A	38	295	83	130	98	kmer_topm+lev
1a1wA00|chain:A	1b68A00|chain:A	38	338	83	138	96	kmer_topm+lev
1a1wA00|chain:A	1b7yB01|chain:B	38	347	83	70	56	kmer_topm+lev
1a21A01|chain:A	1akhB00|chain:B	40	202	98	78	74	kmer_topm+lev
1a21B02|chain:B	1aopA02|chain:A	41	232	98	144	107	kmer_topm+lev
1a21B02|chain:B	1au7A01|chain:A	41	264	98	72	74	kmer_topm+lev
1a22A00|chain:A	1abvA00|chain:A	42	151	180	105	135	kmer_topm+lev
1a2fA02|chain:A	3etuA01|chain:A	43	424	121	65	88	kmer_topm+lev
1a2oA01|chain:A	1ab5A00|chain:A	44	148	133	125	96	kmer_topm+lev
1a2pA00|chain:A	1auvA01|chain:A	45	270	108	60	80	kmer_topm+lev
1a2tA00|chain:A	1a7lA02|chain:A	46	105	135	199	150	kmer_topm+lev
1a2tA00|chain:A	1adjB02|chain:B	46	158	135	94	100	kmer_topm+lev
1a2vA03|chain:A	1av4A03|chain:A	47	275	439	424	273	kmer_topm+lev
1a2zA00|chain:A	1a9xB01|chain:B	48	138	220	150	162	kmer_topm+lev
1a31A02|chain:A	1b3qB02|chain:B	49	325	111	185	137	kmer_topm+lev
1a31A02|chain:A	1b43A02|chain:A	49	328	111	61	82	kmer_topm+lev
1a31A03|chain:A	1a41A01|chain:A	50	62	150	127	111	kmer_topm+lev
1a31A03|chain:A	1amiA04|chain:A	50	215	150	221	165	kmer_topm+lev
1a31A04|chain:A	1a36A04|chain:A	51	52	80	175	96	kmer_topm+lev
1a31A04|chain:A	1balA00|chain:A	51	371	80	51	58	kmer_topm+lev
1a3aC00|chain:C	1adjB02|chain:B	53	158	146	94	105	kmer_topm+lev
1a3aC00|chain:C	1azoA00|chain:A	53	296	146	214	157	kmer_topm+lev
1a3aC00|chain:C	1b1xA03|chain:A	53	311	146	190	145	kmer_topm+lev
1a3aC00|chain:C	1b96A00|chain:A	53	358	146	244	183	kmer_topm+lev
1a3cA00|chain:A	1a3wB03|chain:B	54	59	166	97	123	kmer_topm+lev
1a3gA01|chain:A	1al3A01|chain:A	55	206	135	101	102	kmer_topm+lev
1a3qA02|chain:A	1ah9A00|chain:A	56	183	98	71	73	kmer_topm+lev
1a3wA01|chain:A	1adjB02|chain:B	57	158	155	94	117	kmer_topm+lev
1a3wA02|chain:A	1a99A02|chain:A	58	128	235	174	175	kmer_topm+lev
1a3wB03|chain:B	1afiA00|chain:A	59	171	97	72	72	kmer_topm+lev
1a3zA00|chain:A	1a4aA00|chain:A	60	67	150	129	111	kmer_topm+lev
1a40A02|chain:A	1a8dA01|chain:A	61	115	166	246	181	kmer_topm+lev
1a40A02|chain:A	1agjA02|chain:A	61	178	166	108	122	kmer_topm+lev
1a41A01|chain:A	1a41A02|chain:A	62	63	127	94	95	kmer_topm+lev
1a41A02|chain:A	1avyB00|chain:B	63	283	94	54	71	kmer_topm+lev
1a44A00|chain:A	1a7sA01|chain:A	64	107	185	112	138	kmer_topm+lev
1a45A01|chain:A	2lw9A00|chain:A	65	414	83	51	64	kmer_topm+lev
1a48A01|chain:A	1a7wA00|chain:A	66	111	111	68	79	kmer_topm+lev
1a48A01|chain:A	1a9xB02|chain:B	66	139	111	228	171	kmer_topm+lev
1a4aA00|chain:A	1atrA03|chain:A	67	260	129	89	94	kmer_topm+lev
1a4aA00|chain:A	1bapA02|chain:A	67	372	129	167	123	kmer_topm+lev
1a4aA00|chain:A	1dowA00|chain:A	67	382	129	205	153	kmer_topm+lev
1a52A00|chain:A	1aluA00|chain:A	68	207	239	157	179	kmer_topm+lev
1a57A00|chain:A	1a79A02|chain:A	69	102	116	71	83	kmer_topm+lev
1a57A00|chain:A	1aoxA00|chain:A	69	236	116	201	150	kmer_topm+lev
1a57A00|chain:A	1avwB00|chain:B	69	282	116	171	128	kmer_topm+lev
